subtitle,title,title_url,lead
,"
                            ۲ توافق مهم ایران با روسیه /آمریکا زیر میز می زند؟                        ",https://www.eghtesadnews.com/بخش-%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF%DB%8C-67/470324-%D8%AA%D9%88%D8%A7%D9%81%D9%82-%D9%85%D9%87%D9%85-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86-%D8%A8%D8%A7-%D8%B1%D9%88%D8%B3%DB%8C%D9%87-%D8%A2%D9%85%D8%B1%DB%8C%DA%A9%D8%A7-%D8%B2%DB%8C%D8%B1-%D9%85%DB%8C%D8%B2-%D9%85%DB%8C-%D8%B2%D9%86%D8%AF,
,"
                            بازدهی شاخص های بورس منفی ماند                        ",https://www.eghtesadnews.com/بخش-%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A8%D9%88%D8%B1%D8%B3-38/470247-%D8%A8%D8%A7%D8%B2%D8%AF%D9%87%DB%8C-%D8%B4%D8%A7%D8%AE%D8%B5-%D9%87%D8%A7%DB%8C-%D8%A8%D9%88%D8%B1%D8%B3-%D9%85%D9%86%D9%81%DB%8C-%D9%85%D8%A7%D9%86%D8%AF,
,"
                            پیام جدید برجام به قیمت دلار                         ",https://www.eghtesadnews.com/بخش-%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF%DB%8C-67/470368-%D9%BE%DB%8C%D8%A7%D9%85-%D8%AC%D8%AF%DB%8C%D8%AF-%D8%A8%D8%B1%D8%AC%D8%A7%D9%85-%D8%A8%D9%87-%D9%82%DB%8C%D9%85%D8%AA-%D8%AF%D9%84%D8%A7%D8%B1,
,"
                            جهش شبانه قیمت سکه /پیش بینی بازار سکه امروز                        ",https://www.eghtesadnews.com/بخش-%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF%DB%8C-67/470363-%D8%AC%D9%87%D8%B4-%D8%B4%D8%A8%D8%A7%D9%86%D9%87-%D9%82%DB%8C%D9%85%D8%AA-%D8%B3%DA%A9%D9%87-%D9%BE%DB%8C%D8%B4-%D8%A8%DB%8C%D9%86%DB%8C-%D8%A8%D8%A7%D8%B2%D8%A7%D8%B1-%D8%B3%DA%A9%D9%87-%D8%A7%D9%85%D8%B1%D9%88%D8%B2,
,"
                            قیمت دلار بعد از توافق وین /بازار مسکن تکان خورد؟                        ",https://www.eghtesadnews.com/بخش-%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D9%85%D8%B3%DA%A9%D9%86-%D8%B4%D9%87%D8%B1%DB%8C-19/470329-%D9%82%DB%8C%D9%85%D8%AA-%D8%AF%D9%84%D8%A7%D8%B1-%D8%A8%D8%B9%D8%AF-%D8%A7%D8%B2-%D8%AA%D9%88%D8%A7%D9%81%D9%82-%D9%88%DB%8C%D9%86-%D8%A8%D8%A7%D8%B2%D8%A7%D8%B1-%D9%85%D8%B3%DA%A9%D9%86-%D8%AA%DA%A9%D8%A7%D9%86-%D8%AE%D9%88%D8%B1%D8%AF,
,"
                            حضور سهامداران خارجی در ۱۰ شرکت بورس تهران                        ",https://www.eghtesadnews.com/بخش-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-%D8%B2%D9%85%D8%A7%D9%86-111/470318-%D8%AD%D8%B6%D9%88%D8%B1-%D8%B3%D9%87%D8%A7%D9%85%D8%AF%D8%A7%D8%B1%D8%A7%D9%86-%D8%AE%D8%A7%D8%B1%D8%AC%DB%8C-%D8%AF%D8%B1-%D8%B4%D8%B1%DA%A9%D8%AA-%D8%A8%D9%88%D8%B1%D8%B3-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,
,"
                            ۲ توافق مهم ایران با روسیه /آمریکا زیر میز می زند؟                        ",https://www.eghtesadnews.com/بخش-%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF%DB%8C-67/470324-%D8%AA%D9%88%D8%A7%D9%81%D9%82-%D9%85%D9%87%D9%85-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86-%D8%A8%D8%A7-%D8%B1%D9%88%D8%B3%DB%8C%D9%87-%D8%A2%D9%85%D8%B1%DB%8C%DA%A9%D8%A7-%D8%B2%DB%8C%D8%B1-%D9%85%DB%8C%D8%B2-%D9%85%DB%8C-%D8%B2%D9%86%D8%AF,
"
                                                    ","
                                قیمت رهن و اجاره مسکن  در تهران                            ",https://www.eghtesadnews.com/بخش-%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF%DB%8C-67/470433-%D9%82%DB%8C%D9%85%D8%AA-%D8%B1%D9%87%D9%86-%D8%A7%D8%AC%D8%A7%D8%B1%D9%87-%D9%85%D8%B3%DA%A9%D9%86-%D8%AF%D8%B1-%D8%AA%D9%87%D8%B1%D8%A7%D9%86,"
                                در این گزارش قیمت رهن و اجاره مسکن  در منطقه پونک تهران  گردآوری شده است.                             "
"
                                                    ","
                                مقایسه ۲ خودرو هوندا سیویک با تویوتا کرولا                            ",https://www.eghtesadnews.com/بخش-%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF%DB%8C-67/470376-%D9%85%D9%82%D8%A7%DB%8C%D8%B3%D9%87-%D8%AE%D9%88%D8%AF%D8%B1%D9%88-%D9%87%D9%88%D9%86%D8%AF%D8%A7-%D8%B3%DB%8C%D9%88%DB%8C%DA%A9-%D8%A8%D8%A7-%D8%AA%D9%88%DB%8C%D9%88%D8%AA%D8%A7-%DA%A9%D8%B1%D9%88%D9%84%D8%A7,"
                                 برای سال ۲۰۲۰، قیمت هوندا سیویک با احتساب مقصد، ۲۱ هزار و ۶۰۵ دلار است که امکاناتی مانند سیستم Apple CarPlay و Android Auto را ارائه می دهد. قیمت مدل تورینگ ۲۸ هزار و ۹۵۵ دلار است که به خاطر اضافه کردن شارژر بی سیم موبایل ۳۰۰ دلار گران تر است.                            "
"
                                                    ","
                                قیمت جدید موبایل سامسونگ و شیائومی                             ",https://www.eghtesadnews.com/بخش-%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF%DB%8C-67/470323-%D9%82%DB%8C%D9%85%D8%AA-%D8%AC%D8%AF%DB%8C%D8%AF-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%DA%AF-%D8%B4%DB%8C%D8%A7%D8%A6%D9%88%D9%85%DB%8C,"
                                اقتصادنیوز: در این گزارش قیمت انواع موبایل های موجود در بازار گردآوری شده است.                             "
,"
                خبر جدید محمد مخبر درباره ارزان شدن کالاها + فیلم              ",https://www.eghtesadnews.com/بخش-%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF%DB%8C-67/470446-%D8%AE%D8%A8%D8%B1-%D8%AC%D8%AF%DB%8C%D8%AF-%D9%85%D8%AD%D9%85%D8%AF-%D9%85%D8%AE%D8%A8%D8%B1-%D8%AF%D8%B1%D8%A8%D8%A7%D8%B1%D9%87-%D8%A7%D8%B1%D8%B2%D8%A7%D9%86-%D8%B4%D8%AF%D9%86-%DA%A9%D8%A7%D9%84%D8%A7%D9%87%D8%A7-%D9%81%DB%8C%D9%84%D9%85,
,"
                احترام جالب نمایندگان روسیه به ابراهیم رئیسی+ فیلم              ",https://www.eghtesadnews.com/بخش-%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%B3%D8%A7%DB%8C%D8%B1-%D8%B1%D8%B3%D8%A7%D9%86%D9%87-%D9%87%D8%A7-61/470410-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%85-%D8%AC%D8%A7%D9%84%D8%A8-%D9%86%D9%85%D8%A7%DB%8C%D9%86%D8%AF%DA%AF%D8%A7%D9%86-%D8%B1%D9%88%D8%B3%DB%8C%D9%87-%D8%A8%D9%87-%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85-%D8%B1%D8%A6%DB%8C%D8%B3%DB%8C-%D9%81%DB%8C%D9%84%D9%85,
,"
                خبر مهم وزیر نفت از توافق بین ایران و روسیه+ فیلم              ",https://www.eghtesadnews.com/بخش-%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF%DB%8C-67/470393-%D8%AE%D8%A8%D8%B1-%D9%85%D9%87%D9%85-%D9%88%D8%B2%DB%8C%D8%B1-%D9%86%D9%81%D8%AA-%D8%A7%D8%B2-%D8%AA%D9%88%D8%A7%D9%81%D9%82-%D8%A8%DB%8C%D9%86-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86-%D8%B1%D9%88%D8%B3%DB%8C%D9%87-%D9%81%DB%8C%D9%84%D9%85,
,"
                آرزوی رئیس جمهور روسیه برای رهبری+فیلم              ",https://www.eghtesadnews.com/بخش-%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%B3%DB%8C%D8%A7%D8%B3%DB%8C-57/470290-%D8%A2%D8%B1%D8%B2%D9%88%DB%8C-%D8%B1%D8%A6%DB%8C%D8%B3-%D8%AC%D9%85%D9%87%D9%88%D8%B1-%D8%B1%D9%88%D8%B3%DB%8C%D9%87-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%B1%D9%87%D8%A8%D8%B1%DB%8C-%D9%81%DB%8C%D9%84%D9%85,
,"
                پرچمدارهای بازار موبایل به ایران نمی‌آیند؟+فیلم              ",https://www.eghtesadnews.com/بخش-%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF%DB%8C-67/470190-%D9%BE%D8%B1%DA%86%D9%85%D8%AF%D8%A7%D8%B1%D9%87%D8%A7%DB%8C-%D8%A8%D8%A7%D8%B2%D8%A7%D8%B1-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84-%D8%A8%D9%87-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86-%D9%86%D9%85%DB%8C-%D8%A2%DB%8C%D9%86%D8%AF-%D9%81%DB%8C%D9%84%D9%85,
,"
                بدرقه رسمی رئیسی برای سفر به روسیه/ چه کسانی رئیس جمهور را همراهی می کنند؟+ فیلم              ",https://www.eghtesadnews.com/بخش-%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%B3%DB%8C%D8%A7%D8%B3%DB%8C-57/470138-%D8%A8%D8%AF%D8%B1%D9%82%D9%87-%D8%B1%D8%B3%D9%85%DB%8C-%D8%B1%D8%A6%DB%8C%D8%B3%DB%8C-%D8%A8%D8%B1%D8%A7%DB%8C-%D8%B3%D9%81%D8%B1-%D8%A8%D9%87-%D8%B1%D9%88%D8%B3%DB%8C%D9%87-%DA%86%D9%87-%DA%A9%D8%B3%D8%A7%D9%86%DB%8C-%D8%B1%D8%A6%DB%8C%D8%B3-%D8%AC%D9%85%D9%87%D9%88%D8%B1-%D8%B1%D8%A7-%D9%87%D9%85%D8%B1%D8%A7%D9%87%DB%8C-%D9%85%DB%8C-%DA%A9%D9%86%D9%86%D8%AF-%D9%81%DB%8C%D9%84%D9%85,
